stdntid,gender,race,birthmonth,birthday,birthyear,gkclasstype,gkclasssize,gkschid,gksurban,gktchid,gkfreelunch,gktreadss,gktmathss,gktlistss,g1classtype,g1classsize,g1schid,g1surban,g1tchid,g1freelunch,g1treadss,g1tmathss,g1tlistss,g2classtype,g2classsize,g2schid,g2surban,g2tchid,g2freelunch,g2treadss,g2tmathss,g2tlistss,g3classtype,g3classsize,g3schid,g3surban,g3tchid,g3freelunch,g3treadss,g3tmathss,g3tlangss,g3tlistss,,
12255,2,1,11,11,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,264945,2,26494508,2,533,518,559,3,25,264945,2,26494511,2,573,556,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12256,1,1,11,11,1979,1,14,201449,3,20144901,2,503,559,607,1,17,201449,3,20144909,2,629,627,645,1,14,201449,3,20144915,2,669,699,665,1,14,201449,3,20144922,2,713,726,711,705,,
12257,1,1,11,11,1979,3,25,169229,2,16922907,2,450,528,549,3,22,169229,2,16922915,2,521,549,606,3,24,169229,2,16922926,2,614,593,631,3,25,169229,2,16922939,2,661,639,627,660,,
12258,1,1,11,12,1979,3,25,169229,2,16922907,2,405,494,532,3,22,169229,2,16922915,2,501,502,571,3,24,169229,2,16922926,2,571,565,587,3,25,169229,2,16922939,2,604,599,622,612,,
12259,2,1,11,12,1979,2,21,201449,3,20144905,2,NA,NA,NA,1,17,201449,3,20144907,2,553,535,584,1,14,201449,3,20144915,2,596,590,626,1,14,201449,3,20144922,2,614,629,625,629,,
12260,1,1,11,14,1979,2,23,264945,2,26494503,2,450,520,554,2,26,264945,2,26494506,2,544,542,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12261,1,1,11,14,1979,3,23,257899,3,25789905,2,428,513,586,1,13,257899,3,25789910,2,530,567,580,1,17,257899,3,25789914,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12262,1,1,11,16,1979,3,22,264945,2,26494501,2,448,513,571,3,26,264945,2,26494508,2,490,545,571,3,25,264945,2,26494516,2,541,582,602,3,28,264945,2,26494522,2,572,582,589,599,,
12263,2,2,11,19,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,169280,2,16928009,1,669,596,677,1,18,169280,2,16928014,1,753,667,688,656,,
12264,1,1,11,19,1979,2,19,262937,2,26293702,2,461,576,578,1,16,262937,2,26293706,2,564,553,660,1,17,262937,2,26293710,2,622,674,665,1,19,262937,2,26293715,2,654,651,647,656,,
12265,2,2,11,19,1979,1,15,169231,1,16923102,2,411,484,549,1,14,169231,1,16923104,2,453,507,541,1,17,169231,1,16923109,2,538,541,575,1,18,169231,1,16923113,2,588,593,593,627,,
12266,2,1,11,20,1979,1,14,262937,2,26293703,2,NA,NA,NA,1,15,262937,2,26293708,2,651,653,660,1,17,262937,2,26293710,2,637,721,717,1,19,262937,2,26293715,2,713,684,762,716,,
12267,2,1,11,21,1979,3,24,169229,2,16922904,2,532,576,586,3,22,169229,2,16922918,2,651,612,625,3,25,169229,2,16922925,2,631,620,642,3,27,169229,2,16922938,2,670,667,677,649,,
12268,1,1,11,22,1979,1,15,264945,2,26494504,2,453,536,545,1,17,264945,2,26494509,2,519,567,571,1,16,264945,2,26494512,2,577,579,599,1,17,264945,2,26494518,2,580,614,620,603,,
12269,1,1,11,23,1979,1,17,169229,2,16922906,2,467,520,595,1,16,169229,2,16922908,2,604,592,606,1,14,169229,2,16922921,2,684,674,656,1,17,169229,2,16922936,2,633,612,635,672,,
12270,2,2,11,23,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,169219,2,16921907,1,519,562,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12271,2,1,11,24,1979,1,14,201449,3,20144901,2,507,576,565,1,17,201449,3,20144907,2,629,592,571,1,15,201449,3,20144914,2,631,648,587,1,14,201449,3,20144921,2,647,645,682,615,,
12272,2,1,11,25,1979,2,21,169280,2,16928002,2,518,520,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12273,1,1,11,26,1979,3,22,264945,2,26494501,2,451,559,571,2,26,264945,2,26494506,2,571,567,601,2,25,264945,2,26494515,2,669,674,642,2,28,264945,2,26494521,2,654,663,653,652,,
12274,1,1,11,27,1979,3,22,262937,2,26293701,2,445,536,586,2,24,262937,2,26293705,2,499,518,588,2,23,262937,2,26293713,2,622,626,617,2,25,262937,2,26293718,2,612,610,635,634,,
12275,1,1,11,29,1979,3,22,169219,2,16921903,2,451,520,549,1,17,169219,2,16921904,2,490,584,584,1,16,169219,2,16921911,2,552,593,599,1,18,169219,2,16921917,2,587,626,608,646,,
12276,2,1,11,30,1979,3,22,169219,2,16921903,2,474,520,560,2,21,169219,2,16921908,2,579,557,580,1,17,169219,2,16921913,2,608,593,606,1,16,169219,2,16921918,2,670,618,657,624,,
12277,2,1,10,8,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,27,169229,2,16922931,1,616,639,650,608,,
12278,1,1,10,18,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,22,165199,4,16519906,NA,590,612,634,3,21,165199,4,16519909,2,584,584,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12279,2,2,10,23,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,28,112038,4,11203806,2,453,486,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12280,2,2,8,1,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,169229,2,16922914,1,553,578,562,2,23,169229,2,16922924,1,582,559,590,1,17,169229,2,16922934,1,616,626,632,622,,
12281,1,1,11,16,1979,3,22,261927,3,26192701,2,439,478,571,2,21,261927,3,26192706,2,507,502,588,2,21,261927,3,26192712,2,569,603,617,2,20,261927,3,26192715,1,622,648,608,652,,
12282,1,1,11,14,1979,2,21,201449,3,20144905,2,461,500,549,2,24,201449,3,20144912,2,540,512,577,2,23,201449,3,20144917,2,579,557,593,2,25,201449,3,20144924,2,604,593,602,601,,
12283,1,1,11,20,1979,2,22,201449,3,20144903,2,422,463,578,3,26,201449,3,20144910,2,629,567,606,3,22,201449,3,20144916,2,596,620,636,3,23,201449,3,20144923,2,657,648,668,660,,
12284,1,1,11,19,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,170295,3,17029506,1,629,601,571,2,16,170295,3,17029512,1,599,582,602,1,17,170295,3,17029516,1,616,620,668,619,,
12285,1,1,11,22,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,201449,3,20144924,2,618,667,632,634,,
12286,1,1,11,27,1979,3,22,201449,3,20144902,2,427,520,528,1,15,201449,3,20144908,2,579,627,588,1,15,201449,3,20144914,2,614,599,593,1,14,201449,3,20144921,2,624,645,647,637,,
12287,1,1,11,4,1979,1,17,123056,3,12305602,2,422,473,NA,1,19,123056,3,12305606,2,451,500,521,1,15,123056,3,12305609,2,NA,NA,NA,1,15,123056,3,12305611,NA,NA,NA,NA,NA,,
12288,1,1,11,5,1979,1,14,173312,3,17331201,1,492,536,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12289,1,1,11,6,1979,2,22,173312,3,17331202,2,463,489,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,173312,3,17331211,1,NA,NA,NA,1,15,173312,3,17331215,2,585,620,602,634,,
12290,2,1,11,7,1979,2,22,173312,3,17331202,2,518,506,536,2,21,173312,3,17331205,2,604,627,574,2,22,173312,3,17331210,2,637,659,593,2,23,173312,3,17331213,2,654,667,664,652,,
12291,2,1,11,13,1979,2,22,173312,3,17331202,1,492,513,578,3,22,173312,3,17331207,1,540,557,660,3,22,173312,3,17331209,1,637,587,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12292,1,1,11,13,1979,1,14,209510,3,20951005,2,437,468,532,1,14,209510,3,20951011,2,516,518,580,1,16,209510,3,20951016,2,550,520,602,2,23,209510,3,20951020,2,NA,NA,NA,NA,,
12293,2,2,10,8,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,173312,3,17331204,1,475,512,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12294,1,1,10,21,1979,2,22,173312,3,17331202,2,NA,NA,NA,3,22,173312,3,17331207,2,475,542,606,3,22,173312,3,17331209,2,569,530,602,3,24,173312,3,17331214,2,552,616,585,624,,
12295,1,1,10,25,1979,1,16,244801,2,24480104,2,431,520,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12296,2,1,11,20,1979,3,23,231616,3,23161601,1,458,513,578,3,25,231616,3,23161604,1,536,562,606,3,22,231616,3,23161608,1,618,620,665,3,22,231616,3,23161612,NA,NA,NA,NA,NA,,
12297,1,2,11,7,1979,3,27,180344,4,18034403,1,433,454,512,2,20,180344,4,18034408,1,454,458,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12298,1,1,11,13,1979,3,24,180344,4,18034402,2,428,478,524,2,20,180344,4,18034408,2,494,526,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12299,2,1,11,27,1979,1,16,180344,4,18034405,1,413,473,554,1,16,180344,4,18034410,1,571,567,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12300,1,1,10,10,1979,2,25,257899,3,25789901,2,453,494,578,2,22,257899,3,25789907,2,564,515,577,2,22,257899,3,25789915,2,637,607,636,2,22,257899,3,25789918,2,661,648,650,663,,
12301,2,1,11,4,1979,1,12,203457,3,20345703,2,NA,NA,NA,1,15,203457,3,20345706,2,629,538,577,1,15,203457,3,20345707,2,631,550,642,1,15,203457,3,20345711,2,650,648,653,627,,
12302,1,1,11,6,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,257899,3,25789907,2,475,490,559,2,22,257899,3,25789915,2,577,533,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12303,2,1,11,12,1979,1,17,203452,3,20345201,2,450,500,586,1,17,203452,3,20345208,2,590,592,611,1,16,203452,3,20345215,2,669,599,631,1,16,203452,3,20345220,2,686,667,682,663,,
12304,2,1,11,12,1979,2,17,191411,3,19141103,1,465,484,549,3,21,191411,3,19141105,1,521,505,551,3,23,191411,3,19141108,1,732,648,642,3,23,191411,3,19141111,2,647,667,638,627,,
12305,2,1,11,12,1979,1,13,191411,3,19141101,1,456,494,571,1,16,191411,3,19141104,1,492,535,568,1,16,191411,3,19141107,1,637,626,599,1,16,191411,3,19141110,2,661,642,677,637,,
12306,2,1,11,16,1979,2,19,203452,3,20345205,2,478,506,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12307,2,1,11,20,1979,2,16,203457,3,20345701,2,510,513,586,2,24,203457,3,20345704,2,629,584,606,2,20,203457,3,20345708,2,614,721,622,2,22,203457,3,20345712,2,702,678,682,656,,
12308,2,1,11,23,1979,1,13,191411,3,19141101,2,458,506,560,1,16,191411,3,19141104,2,536,523,580,1,16,191411,3,19141107,1,643,584,613,1,16,191411,3,19141110,1,657,624,677,632,,
12309,2,1,11,3,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,189396,3,18939611,2,650,659,642,1,13,189396,3,18939615,2,702,663,694,649,,
12310,2,1,11,9,1979,1,13,189382,2,18938204,2,NA,NA,NA,1,17,189382,2,18938205,2,564,567,611,1,18,189382,2,18938210,2,627,620,656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12311,2,1,11,11,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,189396,3,18939605,1,533,535,574,1,15,189396,3,18939611,2,518,497,564,1,16,189382,2,18938213,2,NA,NA,NA,NA,,
12312,2,1,11,18,1979,1,14,189382,2,18938201,2,554,536,595,1,17,189382,2,18938205,2,629,601,660,1,18,189382,2,18938210,2,709,699,692,1,16,189382,2,18938213,2,713,700,688,663,,
12313,2,1,11,18,1979,3,24,189382,2,18938203,2,518,494,498,2,22,189382,2,18938207,2,564,535,534,2,29,189382,2,18938209,NA,604,579,545,2,23,189382,2,18938214,2,639,645,682,601,,
12314,1,1,10,1,1979,1,17,189396,3,18939601,2,472,547,622,1,15,189396,3,18939604,2,590,553,634,1,15,189396,3,18939608,2,643,603,636,1,13,189396,3,18939613,2,665,651,638,656,,
12315,2,1,10,6,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,189378,3,18937807,1,590,515,559,3,24,189378,3,18937811,1,622,570,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12316,1,1,10,7,1979,3,24,189382,2,18938203,2,451,500,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29,189382,2,18938209,NA,637,615,602,2,23,189382,2,18938214,2,641,659,664,652,,
12317,1,1,10,8,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,20,189396,3,18939607,1,548,535,559,3,23,189396,3,18939610,2,604,584,590,3,22,189396,3,18939614,2,602,608,602,597,,
12318,2,1,10,20,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,189382,2,18938212,2,582,599,590,3,21,189382,2,18938216,2,599,663,641,632,,
12319,2,1,10,24,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29,189382,2,18938209,NA,NA,NA,NA,2,23,189382,2,18938214,2,606,601,630,629,,
12320,2,1,10,21,1979,2,24,189396,3,18939602,2,430,520,516,2,21,189396,3,18939606,2,604,529,568,2,24,189396,3,18939609,2,618,574,590,2,22,189396,3,18939612,2,641,606,632,612,,
12321,1,1,9,1,1979,2,23,189382,2,18938202,2,410,444,490,3,22,189382,2,18938208,2,488,497,565,3,24,189382,2,18938212,2,555,525,567,3,21,189382,2,18938216,2,580,571,579,603,,
12322,1,1,9,25,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,189382,2,18938212,2,602,546,578,3,21,189382,2,18938216,2,602,593,615,571,,
12323,2,1,11,2,1979,1,15,189378,3,18937804,2,456,513,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12324,2,1,11,12,1979,2,23,189382,2,18938202,2,472,478,578,2,22,189382,2,18938206,2,571,562,606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12325,2,1,11,2,1979,2,17,191411,3,19141103,1,434,NA,505,3,21,191411,3,19141105,1,474,477,548,2,22,191411,3,19141109,1,559,541,617,2,24,191411,3,19141112,1,549,559,581,593,,
12326,2,1,11,20,1979,2,17,191411,3,19141103,1,427,463,501,2,22,191411,3,19141106,1,465,515,534,2,22,191411,3,19141109,1,568,632,590,2,24,191411,3,19141112,1,624,610,613,597,,
12327,1,1,11,25,1979,2,17,191411,3,19141103,1,434,429,565,1,16,191411,3,19141104,1,439,484,559,1,16,191411,3,19141107,1,524,517,596,1,16,191411,3,19141110,1,587,554,568,601,,
12328,1,1,10,14,1979,3,19,191411,3,19141102,1,443,423,560,2,22,191411,3,19141106,1,442,486,562,3,23,191411,3,19141108,1,494,579,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12329,1,1,11,1,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,159171,3,15917108,1,558,562,601,3,21,159171,3,15917115,1,627,648,617,3,19,159171,3,15917118,1,624,631,630,663,,
12330,2,1,11,12,1979,3,22,170295,3,17029502,1,456,454,516,3,23,170295,3,17029505,1,629,562,551,3,24,170295,3,17029509,2,618,607,606,3,27,170295,3,17029513,1,606,629,677,603,,
12331,1,1,11,26,1979,3,22,170295,3,17029502,1,428,463,540,3,23,170295,3,17029505,1,590,584,577,3,24,170295,3,17029509,1,614,632,617,3,27,170295,3,17029513,1,582,588,602,603,,
12332,2,1,11,27,1979,2,22,159171,3,15917105,2,468,536,565,3,23,159171,3,15917108,2,487,549,559,3,21,159171,3,15917115,2,532,590,575,3,22,159171,3,15917119,2,597,636,615,599,,
12333,2,1,11,25,1979,3,23,203452,3,20345204,2,445,506,586,2,22,203452,3,20345210,2,564,578,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12334,2,1,11,2,1979,3,21,201449,3,20144904,1,472,536,554,2,24,201449,3,20144912,1,590,557,592,2,23,201449,3,20144920,1,611,599,636,2,22,201449,3,20144927,1,633,639,672,615,,
12335,2,1,11,2,1979,3,22,201449,3,20144902,1,472,536,554,1,17,201449,3,20144907,1,579,578,580,1,14,201449,3,20144915,1,604,599,610,1,14,201449,3,20144922,1,610,636,657,622,,
12336,1,1,11,12,1979,2,22,201449,3,20144903,1,424,506,571,3,25,201449,3,20144911,1,553,553,596,3,22,201449,3,20144919,1,602,615,606,3,23,201449,3,20144925,1,590,622,644,624,,
12337,1,1,11,12,1979,3,22,201449,3,20144902,2,439,489,554,1,17,201449,3,20144909,2,604,584,571,1,14,201449,3,20144915,2,643,639,617,1,14,201449,3,20144922,2,680,648,653,640,,
12338,1,1,11,20,1979,2,22,201449,3,20144903,2,425,463,545,2,25,201449,3,20144913,2,571,557,580,2,23,201449,3,20144917,1,588,572,551,2,25,201449,3,20144924,2,593,629,630,595,,
12339,1,1,11,26,1979,1,15,201449,3,20144906,2,476,520,578,1,17,201449,3,20144909,2,604,567,596,1,14,201449,3,20144915,2,614,632,677,1,14,201449,3,20144922,2,647,629,660,663,,
12340,2,1,10,1,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,25,201449,3,20144911,NA,516,545,601,3,22,201449,3,20144916,2,555,579,626,3,23,201449,3,20144923,2,593,589,572,619,,
12341,2,1,10,7,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,201449,3,20144912,2,548,542,538,2,23,201449,3,20144920,1,NA,NA,NA,2,22,201449,3,20144927,2,NA,NA,NA,NA,,
12342,1,1,10,13,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,201449,3,20144920,2,559,572,610,2,22,201449,3,20144927,2,600,622,604,640,,
12343,1,2,10,27,1979,3,22,201449,3,20144902,2,439,459,532,1,17,201449,3,20144907,2,564,542,538,1,16,201449,3,20144918,2,591,577,599,1,14,201449,3,20144926,2,597,636,650,595,,
12344,2,1,11,18,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,203457,3,20345704,1,544,542,592,1,14,203457,3,20345710,1,586,590,613,1,14,203457,3,20345714,1,639,612,653,640,,
12345,1,1,11,20,1979,3,23,203452,3,20345204,2,421,494,578,2,23,203452,3,20345209,2,579,557,580,2,24,203452,3,20345212,2,573,659,626,2,24,203452,3,20345218,2,647,659,647,640,,
12346,2,1,11,25,1979,3,23,128068,3,12806803,2,472,547,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12347,2,1,11,7,1979,2,22,205491,2,20549103,2,495,602,578,3,22,205491,2,20549107,2,590,584,634,3,24,205491,2,20549110,2,684,607,677,3,21,205491,2,20549114,2,728,667,677,716,,
12348,1,1,11,8,1979,3,24,205489,2,20548903,2,565,626,622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12349,1,1,11,12,1979,1,15,205491,2,20549102,1,437,576,565,1,17,205491,2,20549105,1,497,627,606,1,15,205491,2,20549111,1,588,721,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12350,1,2,11,13,1979,1,16,205492,2,20549202,1,443,489,528,1,18,205492,2,20549207,1,483,520,548,1,18,205492,2,20549210,1,588,674,587,1,17,205492,2,20549215,1,597,568,608,568,,
12351,2,1,11,16,1979,3,23,205488,2,20548801,2,414,434,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12352,2,1,11,19,1979,3,24,205489,2,20548903,2,439,454,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12353,2,1,11,21,1979,2,23,128076,2,12807602,2,414,489,554,2,21,128076,2,12807607,2,468,545,588,2,21,128076,2,12807611,2,643,699,665,2,20,128076,2,12807615,2,629,648,660,656,,
12354,1,1,11,26,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,205488,2,20548808,2,566,599,593,3,21,205488,2,20548812,2,612,667,644,640,,
12355,2,1,11,30,1979,3,21,212522,4,21252201,1,434,478,554,3,26,212522,4,21252210,1,471,507,565,3,23,212522,4,21252211,NA,536,525,578,3,24,212522,4,21252216,1,572,559,579,584,,
12356,2,1,11,30,1979,3,23,212522,4,21252202,2,478,536,554,3,27,212522,4,21252209,1,571,549,601,3,24,212522,4,21252214,NA,596,590,590,3,26,212522,4,21252219,1,620,629,664,634,,
12357,1,2,11,1,1979,1,17,205492,2,20549204,1,443,489,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,205492,2,20549212,1,614,584,656,2,24,205492,2,20549217,1,670,655,677,677,,
12358,1,1,11,2,1979,2,22,212522,4,21252205,2,480,536,595,3,26,212522,4,21252210,2,629,578,577,3,23,212522,4,21252211,NA,684,639,665,3,24,212522,4,21252216,2,680,645,688,652,,
12359,1,1,11,5,1979,2,24,161176,3,16117603,2,418,500,549,3,26,161176,3,16117608,1,558,557,574,3,21,161176,3,16117609,NA,596,615,642,3,24,161176,3,16117613,2,657,631,672,629,,
12360,2,1,11,6,1979,2,24,205488,2,20548802,2,507,547,586,3,23,205488,2,20548807,2,590,612,685,3,23,205488,2,20548808,2,709,674,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12361,1,1,11,6,1979,2,22,212522,4,21252205,2,428,454,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,128079,3,12807908,1,588,502,584,1,16,128079,3,12807913,1,620,585,632,632,,
12362,2,1,11,6,1979,1,13,212522,4,21252204,2,440,559,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,212522,4,21252215,NA,643,674,631,1,14,212522,4,21252220,2,665,651,682,634,,
12363,2,1,11,7,1979,3,23,205492,2,20549201,1,421,506,536,2,29,205492,2,20549206,1,490,535,556,2,23,205492,2,20549212,1,575,572,606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12364,1,1,11,9,1979,3,24,161176,3,16117602,2,450,559,571,2,26,161176,3,16117605,1,651,578,606,2,23,161176,3,16117610,NA,650,626,631,2,23,161176,3,16117614,2,702,663,702,634,,
12365,1,1,11,9,1979,1,15,205491,2,20549102,2,510,520,565,1,17,205491,2,20549105,2,590,578,625,1,15,205491,2,20549111,2,684,626,602,1,12,205491,2,20549115,2,665,636,677,668,,
12366,2,1,11,11,1979,2,20,130085,2,13008501,1,439,528,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12367,1,1,11,16,1979,1,17,203452,3,20345201,1,443,513,549,1,17,203452,3,20345207,1,524,562,606,1,16,203452,3,20345215,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12368,2,1,11,22,1979,3,21,212522,4,21252201,1,428,500,520,3,26,212522,4,21252210,1,521,538,571,3,23,212522,4,21252211,NA,579,611,599,3,24,212522,4,21252216,1,644,648,657,606,,
12369,2,1,11,25,1979,3,24,234628,3,23462802,2,532,513,622,3,21,234628,3,23462809,2,651,676,645,3,24,234628,3,23462814,2,650,632,665,3,25,234628,3,23462819,2,728,639,722,696,,
12370,2,1,11,25,1979,1,13,128068,3,12806801,1,474,520,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12371,1,2,11,27,1979,1,15,205491,2,20549102,1,380,405,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12372,1,1,10,16,1979,2,19,203452,3,20345205,1,358,384,474,2,22,203452,3,20345210,1,NA,497,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12373,1,1,11,6,1979,1,15,208501,3,20850104,1,398,418,490,1,17,208501,3,20850105,1,495,526,529,1,17,208501,3,20850112,1,564,587,584,1,16,208501,3,20850116,1,608,645,653,595,,
12374,1,1,11,10,1979,1,14,259915,3,25991501,2,414,484,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,259915,3,25991511,1,520,582,606,3,25,259915,3,25991514,1,583,596,608,634,,
12375,1,1,11,14,1979,1,14,208503,3,20850302,1,416,494,545,1,13,208503,3,20850304,1,524,545,554,1,13,208503,3,20850309,1,614,587,599,1,15,208503,3,20850314,1,629,645,647,615,,
12376,1,1,11,23,1979,3,22,208501,3,20850102,2,414,463,516,3,24,208501,3,20850106,2,516,512,531,3,23,208501,3,20850109,2,566,574,593,3,24,208501,3,20850113,2,595,603,620,601,,
12377,1,1,11,26,1979,3,23,208503,3,20850303,1,411,463,549,2,20,208503,3,20850306,2,540,572,584,2,23,208503,3,20850307,2,596,632,590,2,23,208503,3,20850310,1,641,711,668,643,,
12378,1,1,11,30,1979,2,24,208503,3,20850301,1,416,489,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12379,1,1,10,30,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,208503,3,20850307,2,618,557,610,2,23,208503,3,20850310,2,606,616,625,646,,
12380,1,1,11,13,1979,2,22,208501,3,20850101,2,428,489,528,2,23,208501,3,20850107,2,527,549,574,2,22,208501,3,20850110,2,611,570,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
